"Site_Id","Unit_Id","Read_Date","Salinity..ppt.","Dissolved.Oxygen..mg.L.","pH..standard.units.","Secchi.Depth..m.","Water.Depth..m.","Water.Temp...C.","Air.Temp.Celsius","Air.Temp...F.","Time..24.00.","Field_Tech","DateVerified","WhoVerified","AirTemp..C.","Year"
"a",NA,2014-07-08,0,NA,7.5,0.6,0.8,29,NA,83,10H 50M 0S,"Sue Poe","7/10/2014","Rebecca Walawender",28.33333333,2014
"b",NA,2014-07-08,0,NA,7.5,0.1,0.1,28,NA,83,10H 35M 0S,"Sue Poe","7/10/2014","Rebecca Walawender",28.33333333,2014
"d",NA,2014-07-08,0,5.8,6.5,1,1.3,28,NA,83,10H 15M 0S,"Sue Poe","7/10/2014","Rebecca Walawender",28.33333333,2014
"bay",NA,2014-07-08,0,4.2,7.5,0.5,0.8,25,NA,83,9H 45M 0S,"Sue Poe","7/10/2014","Rebecca Walawender",28.33333333,2014
"bay",NA,2014-07-22,0,3.7,7.5,0.4,0.6,26,NA,80,9H 35M 0S,"Sue Poe","7/24/2014","Rebecca Walawender",26.66666667,2014
"a",NA,2014-07-22,0,NA,6.5,0.5,0.8,27,NA,80,10H 40M 0S,"Sue Poe","7/24/2014","Rebecca Walawender",26.66666667,2014
"b",NA,2014-07-22,0,NA,7.5,0.1,0.1,28,NA,80,10H 30M 0S,"Sue Poe","7/24/2014","Rebecca Walawender",26.66666667,2014
"d",NA,2014-07-22,0,5.3,7,0.8,1.3,27,NA,80,10H 5M 0S,"Sue Poe","7/24/2014","Rebecca Walawender",26.66666667,2014
"bay",NA,2014-08-12,0,3.9,8,4.5,7.5,25,NA,79,9H 40M 0S,"Sue Poe","8/13/2014","Rebecca Walawender",26.11111111,2014
"d",NA,2014-08-12,0,NA,7,0.8,1.6,26,NA,80,11H 7M 0S,"Sue Poe","8/13/2014","Rebecca Walawender",26.66666667,2014
"a",NA,2014-08-12,0,3,8,0.1,0.1,26,NA,80,10H 45M 0S,"Sue Poe","8/13/2014","Rebecca Walawender",26.66666667,2014
"b",NA,2014-08-12,0,2.4,6.5,0.5,0.8,26,NA,80,10H 25M 0S,"Sue Poe","8/13/2014","Rebecca Walawender",26.66666667,2014
"a",NA,2014-08-28,0,NA,7,0.7,0.7,27,NA,79,10H 37M 0S,"Sue Poe","9/11/2014","Rebecca Walawender",26.11111111,2014
"d",NA,2014-08-28,0,5.3,6.5,1,1.5,25,NA,78,10H 15M 0S,"Sue Poe","9/11/2014","Rebecca Walawender",25.55555556,2014
"bay",NA,2014-08-28,0,3.9,8.5,0.35,0.45,24,NA,78,9H 45M 0S,"Sue Poe","9/11/2014","Rebecca Walawender",25.55555556,2014
"a",NA,2014-09-10,0,4.6,6.5,0.4,0.4,24,NA,75,10H 45M 0S,"Sue Poe","9/11/2014","Rebecca Walawender",23.88888889,2014
"b",NA,2014-09-10,0,3.7,6.5,0.2,0.2,25,NA,75,10H 30M 0S,"Sue Poe","9/11/2014","Rebecca Walawender",23.88888889,2014
"d",NA,2014-09-10,0,NA,6.5,1.3,1.3,24,NA,75,10H 15M 0S,"Sue Poe","9/11/2014","Rebecca Walawender",23.88888889,2014
"bay",NA,2014-09-10,0,2.7,7.5,0.5,0.8,24,NA,75,9H 35M 0S,"Sue Poe","9/11/2014","Rebecca Walawender",23.88888889,2014
"bay",NA,2014-09-23,0,7,8,0.4,0.6,20,NA,63,9H 40M 0S,"Sue Poe","9/25/2014","Rebecca Walawender",17.22222222,2014
"a",NA,2014-09-23,0,NA,6,0.3,0.6,22,NA,63,10H 40M 0S,"Sue Poe","9/25/2014","Rebecca Walawender",17.22222222,2014
"b",NA,2014-09-23,0,NA,7,0.01,0.01,18,NA,63,10H 30M 0S,"Sue Poe","9/25/2014","Rebecca Walawender",17.22222222,2014
"d",NA,2014-09-23,0,6.3,NA,1,1.3,20,NA,63,10H 10M 0S,"Sue Poe","9/25/2014","Rebecca Walawender",17.22222222,2014
"a",NA,2014-10-07,0,6.4,7,0.3,0.3,20,NA,67,11H 0M 0S,"S. Poe","10/14/2014","Rebecca Walawender",19.44444444,2014
"b",NA,2014-10-07,0,5.9,7,0.1,0.1,17,NA,67,10H 15M 0S,"S. Poe","10/14/2014","Rebecca Walawender",19.44444444,2014
"d",NA,2014-10-07,0,NA,6,1.45,1.45,20,NA,67,11H 20M 0S,"S. Poe","10/14/2014","Rebecca Walawender",19.44444444,2014
"bay",NA,2014-10-07,0,6,7.5,0.65,0.9,NA,NA,65,9H 45M 0S,"S. Poe","10/14/2014","Rebecca Walawender",18.33333333,2014
"a",NA,2014-10-21,0,NA,6.5,0.3,0.6,18,NA,68,10H 45M 0S,"Sue Poe","10/21/2014","Rebecca Walawender",20,2014
"b",NA,2014-10-21,0,NA,7.5,0.1,0.1,NA,NA,68,10H 35M 0S,"Sue Poe","10/21/2014","Rebecca Walawender",20,2014
"d",NA,2014-10-21,0,7.6,6,1.3,1.3,18,NA,68,10H 15M 0S,"Sue Poe","10/21/2014","Rebecca Walawender",20,2014
"bay",NA,2014-10-21,0,6.5,7.5,0.4,0.7,16.5,NA,68,9H 45M 0S,"Sue Poe","10/21/2014","Rebecca Walawender",20,2014
"bay",NA,2014-11-13,0,7,7,0.3,0.4,13,NA,51,9H 45M 0S,"Sue Poe","11/18/2014","Rebecca Walawender",10.55555556,2014
"a",NA,2014-11-13,0,7.2,6.5,0.3,0.3,14,NA,51,10H 45M 0S,"Sue Poe","11/18/2014","Rebecca Walawender",10.55555556,2014
"b",NA,2014-11-13,0,6.2,7.5,0.15,0.15,13,NA,51,11H 15M 0S,"Sue Poe","11/18/2014","Rebecca Walawender",10.55555556,2014
"d",NA,2014-11-13,0,NA,6.5,0.12,0.12,14,NA,51,11H 45M 0S,"Sue Poe","11/18/2014","Rebecca Walawender",10.55555556,2014
"bay",NA,2014-12-02,0,9.8,7,0.4,0.6,11,NA,48,9H 30M 0S,"Sue Poe","12/4/2014","Rebecca Walawender",8.888888889,2014
"a",NA,2014-12-02,0,NA,7,0.6,0.9,10,NA,48,10H 50M 0S,"Sue Poe","12/4/2014","Rebecca Walawender",8.888888889,2014
"b",NA,2014-12-02,0,NA,6.5,0.3,0.3,10,NA,48,10H 35M 0S,"Sue Poe","12/2/2014","Rebecca Walawender",8.888888889,2014
"d",NA,2014-12-02,0,9.7,6,1.2,1.2,10,NA,48,10H 5M 0S,"Sue Poe","12/4/2014","Rebecca Walawender",8.888888889,2014
"bay",NA,2014-12-19,0,7.6,9,0.5,0.5,11,NA,42,9H 45M 0S,"Sue Poe","1/13/2015","Rebecca Walawender",5.555555556,2014
"a",NA,2014-12-19,0,7.3,7,0.6,1,7,NA,42,11H 0M 0S,"Sue Poe","1/13/2015","Rebecca Walawender",5.555555556,2014
"b",NA,2014-12-19,0,6.3,6.5,0.15,0.15,7,NA,42,10H 0M 0S,"Sue Poe","1/13/2015","Rebecca Walawender",5.555555556,2014
"d",NA,2014-12-19,0,NA,7,1.1,1.1,7,NA,42,10H 25M 0S,"Sue Poe","1/13/2015","Rebecca Walawender",5.555555556,2014
"bay",NA,2015-01-06,0,8.9,7,0.4,0.6,9,NA,38,9H 45M 0S,"Sue Poe","1/13/2015","Rebecca Walawender",3.333333333,2015
"a",NA,2015-01-06,0,NA,6.5,0.7,0.7,9,NA,38,11H 10M 0S,"Sue Poe","1/13/2015","Rebecca Walawender",3.333333333,2015
"b",NA,2015-01-06,0,NA,7,0.3,0.3,8,NA,38,11H 0M 0S,"Sue Poe","1/13/2015","Rebecca Walawender",3.333333333,2015
"d",NA,2015-01-06,0,9,6.5,1.3,1.5,9,NA,38,10H 30M 0S,"Sue Poe","1/13/2015","Rebecca Walawender",3.333333333,2015
"bay",NA,2015-01-20,0,8.3,7,0.2,0.6,7,NA,44,9H 45M 0S,"Sue Poe","2/10/2015","Karen Callaway",6.666666667,2015
"a",NA,2015-01-20,0,NA,6.5,0.5,1,8,NA,44,10H 50M 0S,"Sue Poe","2/10/2015","Karen Callaway",6.666666667,2015
"b",NA,2015-01-20,0,NA,7,0.2,0.2,7,NA,44,10H 40M 0S,"Sue Poe","2/10/2015","Karen Callaway",6.666666667,2015
"d",NA,2015-01-20,0,9,6.5,1,1.4,8,NA,45,10H 10M 0S,"Sue Poe","2/10/2015","Karen Callaway",7.222222222,2015
"bay",NA,2015-02-03,0,10,NA,0.4,0.6,NA,NA,31,9H 20M 0S,"Sue Poe","2/10/2015","Karen Callaway",-0.555555556,2015
"a",NA,2015-02-03,0,9.7,6.5,0.4,0.5,3,NA,32,10H 30M 0S,"Sue Poe","2/10/2015","Karen Callaway",0,2015
"b",NA,2015-02-03,0,7.6,6.5,0.3,0.3,3,NA,35,10H 57M 0S,"Sue Poe","2/10/2015","Karen Callaway",1.666666667,2015
"d",NA,2015-02-03,0,NA,6.5,1.2,1.5,4,NA,35,11H 30M 0S,"Sue Poe","2/10/2015","Karen Callaway",1.666666667,2015
"a",NA,2015-02-24,0,NA,6.5,0.4,0.5,1,NA,25,11H 0M 0S,"Sue Poe","2/24/2015","Karen Callaway",-3.888888889,2015
"b",NA,2015-02-24,NA,NA,NA,NA,NA,NA,NA,25,10H 55M 0S,"Sue Poe","2/24/2015","Karen Callaway",-3.888888889,2015
"d",NA,2015-02-24,0,10,6.5,0.1,0.15,0,NA,25,10H 20M 0S,"Sue Poe","2/24/2015","Karen Callaway",-3.888888889,2015
"bay",NA,2015-02-24,0,9.2,7,0.2,0.2,3,NA,25,9H 45M 0S,"Sue Poe","2/24/2015","Karen Callaway",-3.888888889,2015
"bay",NA,2015-04-21,0,7.1,7,0.3,0.9,20,NA,65,9H 20M 0S,"Sue Poe","5/8/2015","Amy Keiler",18.33333333,2015
"b",NA,2015-04-21,0,5.3,7.5,NA,NA,20,NA,65,10H 15M 0S,"Sue Poe","5/8/2015","Amy Keiler",18.33333333,2015
"a",NA,2015-04-21,0,4,6.5,0.3,0.4,19,NA,65,10H 45M 0S,"Sue Poe","5/8/2015","Amy Keiler",18.33333333,2015
"bay",NA,2015-04-07,0,8.2,7,0.2,0.6,15,NA,64,9H 45M 0S,"Sue Poe","5/8/2015","Amy Keiler",17.77777778,2015
"d",NA,2015-04-07,0,7.4,6.5,0.9,1.3,16,NA,64,10H 10M 0S,"Sue Poe","5/8/2015","Amy Keiler",17.77777778,2015
"b",NA,2015-04-07,0,NA,7,0.3,0.3,17,NA,65,10H 40M 0S,"Sue Poe","5/8/2015","Amy Keiler",18.33333333,2015
"a",NA,2015-04-07,0,NA,7,0.3,0.5,18,NA,65,10H 50M 0S,"Sue Poe","5/8/2015","Amy Keiler",18.33333333,2015
"bay",NA,2015-03-24,0,NA,6.5,0.9,1.2,10,NA,41,11H 40M 0S,"Sue Poe","5/8/2015","Amy Keiler",5,2015
"bay",NA,2015-03-24,0,10,7,0.3,0.3,9,NA,40,9H 50M 0S,"Sue Poe","5/8/2015","Amy Keiler",4.444444444,2015
"b",NA,2015-03-24,0,10,7,0.4,0.5,9,NA,41,11H 15M 0S,"Sue Poe","5/8/2015","Amy Keiler",5,2015
"a",NA,2015-03-24,0,7.8,7,0.3,0.3,10,NA,41,10H 40M 0S,"Sue Poe","5/8/2015","Amy Keiler",5,2015
"d",NA,2015-04-21,0,NA,6.5,1,1.5,19,NA,65,11H 15M 0S,"Sue Poe","5/8/2015","Amy Keiler",18.33333333,2015
"bay",NA,2015-05-07,0,6.3,7.5,0.3,0.6,20,NA,65,9H 45M 0S,"Sue Poe","5/8/2015","Amy Keiler",18.33333333,2015
"d",NA,2015-05-07,0,7.7,7,1.1,1.3,20,NA,65,10H 15M 0S,"Sue Poe","5/8/2015","Amy Keiler",18.33333333,2015
"b",NA,2015-05-07,0,NA,8,0.1,0.1,21,NA,66,10H 35M 0S,"Sue Poe","5/8/2015","Amy Keiler",18.88888889,2015
"a",NA,2015-05-07,0,NA,7.5,0.15,0.15,21,NA,66,10H 45M 0S,"Sue Poe","5/8/2015","Amy Keiler",18.88888889,2015
"bay",NA,2015-06-01,0,4.3,7.5,0.4,0.9,25,NA,74,9H 30M 0S,"sue Poe","6/3/2015","amy keiler",23.33333333,2015
"d",NA,2015-06-01,0,5.8,7,0.2,0.9,27,NA,75,9H 55M 0S,"Sue Poe","6/3/2015","Amy Keiler",23.88888889,2015
"b",NA,2015-06-01,0,NA,7.5,0.1,0.1,28,NA,75,10H 30M 0S,"Sue Poe","6/3/2015","Amy Keiler",23.88888889,2015
"a",NA,2015-06-03,0,NA,7,0.1,0.1,29,NA,76,10H 40M 0S,"Sue Poe","6/3/2015","Amy Keiler",24.44444444,2015
"bay",NA,2015-06-11,0,5,8.5,0.4,0.8,26,NA,78,9H 45M 0S,"Sue Poe","6/12/2015","Amy Keiler",25.55555556,2015
"b",NA,2015-06-11,0,4,8,0.5,0.5,27,NA,83,10H 18M 0S,"Sue Poe","6/12/2015","Amy Keiler",28.33333333,2015
"a",NA,2015-06-11,0,5.1,8,0.5,0.6,28,NA,84,10H 50M 0S,"Sue Poe","6/12/2015","Amy Keiler",28.88888889,2015
"d",NA,2015-06-11,0,NA,7,0.8,1.1,29,NA,84,11H 25M 0S,"Sue Poe","6/12/2015","Amy Keiler",28.88888889,2015
"d",NA,2015-07-23,0,NA,7,0.8,1.2,30.5,NA,82,10H 55M 0S,"Sue Poe",NA,NA,27.77777778,2015
"b",NA,2015-07-23,0,7,7.5,0.3,0.3,31,NA,82,10H 35M 0S,"Sue Poe",NA,NA,27.77777778,2015
"a",NA,2015-07-23,0,6,7.5,0.4,0.4,30,NA,82,10H 10M 0S,"Sue Poe",NA,NA,27.77777778,2015
"bay",NA,2015-07-23,0,7,9,0.5,0.8,27,NA,81,9H 35M 0S,"Sue Poe",NA,NA,27.22222222,2015
"bay",NA,2015-09-22,0,4.5,8,0.3,0.3,23,NA,73,9H 30M 0S,"Susan Poe","1/4/2016","Kayla Braasch",22.77777778,2015
"bay",NA,2015-09-09,0,2.9,9,0.05,0.05,26,NA,81,9H 38M 0S,"Susan Poe","1/4/2016","Kayla Braasch",27.22222222,2015
"bay",NA,2015-10-07,0,5.5,7,0.3,0.5,18,NA,65,9H 45M 0S,"Susan Poe","1/4/2016","Kayla Braasch",18.33333333,2015
"a",NA,2015-10-07,0,NA,6,0.5,0.7,20,NA,67,11H 10M 0S,"Susan Poe","1/4/2016","Kayla Braasch",19.44444444,2015
"b",NA,2015-10-07,0,NA,7,0.2,0.2,19,NA,67,10H 55M 0S,"Susan Poe","1/4/2016","Kayla Braasch",19.44444444,2015
"d",NA,2015-10-07,0,6.2,6,0.9,1.2,NA,NA,66,10H 30M 0S,"Susan Poe","1/4/2016","Kayla Braasch",18.88888889,2015
"a",NA,2015-10-13,0,6.7,7,0.4,0.4,15,NA,52,10H 35M 0S,"Susan Poe","1/4/2016","Kayla Braasch",11.11111111,2015
"b",NA,2015-10-13,0,6,7,0.05,0.05,12,NA,50,10H 10M 0S,"Susan Poe","1/4/2016","Kayla Braasch",10,2015
"d",NA,2015-10-13,0,NA,6.5,1,1.3,14,NA,50,10H 0M 0S,"Susan Poe","1/4/2016","Kayla Braasch",10,2015
"bay",NA,2015-10-13,0,4.9,7,0.4,0.6,12,NA,50,9H 30M 0S,"Susan Poe","1/4/2016","Kayla Braasch",10,2015
"a",NA,2015-11-03,0,NA,7,0.4,0.4,18,NA,66,10H 45M 0S,"Susan Poe","1/4/2016","Kayla Braasch",18.88888889,2015
"b",NA,2015-11-03,0,NA,7,0.1,0.1,19,NA,66,10H 35M 0S,"Susan Poe","1/4/2016","Kayla Braasch",18.88888889,2015
"d",NA,2015-11-03,0,6.6,6.5,1.2,1.3,18,NA,65,10H 15M 0S,"Susan Poe","1/4/2016","Kayla Braasch",18.33333333,2015
"bay",NA,2015-11-03,0,6.6,7,0.4,0.6,28,NA,65,9H 45M 0S,"Susan Poe","1/4/2016","Kayla Braasch",18.33333333,2015
"bay",NA,2015-11-17,0,5.5,7.5,0.25,0.8,13,NA,55,9H 35M 0S,"Susan Poe","1/4/2016","Kayla Braasch",12.77777778,2015
"a",NA,2015-11-17,0,6.5,6.5,0.5,0.5,15,NA,56,11H 0M 0S,"Susan Poe","1/4/2016","Kayla Braasch",13.33333333,2015
"b",NA,2015-11-17,0,8,7,0.1,0.1,14,NA,55,10H 35M 0S,"Susan Poe","1/4/2016","Kayla Braasch",12.77777778,2015
"d",NA,2015-11-17,0,NA,6.5,0.9,1.5,14,NA,57,11H 25M 0S,"Susan Poe","1/4/2016","Kayla Braasch",13.88888889,2015
"bay",NA,NA,0,NA,7,0.3,0.5,14,NA,52,9H 20M 0S,"Susan Poe",NA,NA,11.11111111,1899
"a",NA,2015-12-01,0,NA,7,0.5,0.5,15,NA,52,10H 45M 0S,"Susan Poe","1/4/2016","Kayla Braasch",11.11111111,2015
"b",NA,2015-12-01,0,NA,6.5,0.1,0.1,14,NA,52,10H 38M 0S,"Susan Poe","1/4/2016","Kayla Braasch",11.11111111,2015
"d",NA,2015-12-01,0,7.1,6.5,0.8,1.6,NA,NA,52,10H 10M 0S,"Susan Poe","1/4/2016","Kayla Braasch",11.11111111,2015
"a",NA,2015-12-15,0,NA,7,0.6,0.6,15,NA,63,10H 50M 0S,"Susan Poe","1/4/2016","Kayla Braasch",17.22222222,2015
"b",NA,2015-12-15,0,NA,6.5,0.3,0.3,17,NA,63,10H 40M 0S,"Susan Poe","1/4/2016","Kayla Braasch",17.22222222,2015
"d",NA,2015-12-15,0,6.6,6,0.7,1.8,16,NA,63,10H 0M 0S,"Susan Poe","1/4/2016","Kayla Braasch",17.22222222,2015
"bay",NA,2015-12-15,0,7.9,7,0.5,0.8,17,NA,63,9H 20M 0S,"Susan Poe","1/4/2016","Kayla Braasch",17.22222222,2015
"bay",NA,2015-12-01,0,NA,7,0.3,0.5,14,NA,52,9H 20M 0S,"Susan Poe","1/4/2016","Kayla Braasch",11.11111111,2015
"a",NA,2015-12-30,0,NA,6,0.7,1.3,17,NA,60,12H 40M 0S,"Susan Poe","1/11/2016","Kayla Braasch",15.55555556,2015
"b",NA,2015-12-30,0,NA,6,0.3,0.3,17,NA,60,12H 30M 0S,"Susan Poe","1/11/2016","Kayla Braasch",15.55555556,2015
"d",NA,2015-12-30,0,6.2,6,0.7,1.4,19,NA,59,12H 0M 0S,"Susan Poe","1/11/2016","Kayla Braasch",15,2015
"bay",NA,2015-12-30,0,8.7,7,0.7,0.9,18,NA,59,11H 20M 0S,"Susan Poe","1/11/2016","Kayla Braasch",15,2015
"a",NA,2016-01-13,0,6.5,6.5,0.5,0.8,7,NA,39,10H 15M 0S,"Susan Poe","1/15/2016","Kayla Braasch",3.888888889,2016
"bay",NA,2016-01-13,0,9.1,7,0.5,0.9,5,NA,39,9H 45M 0S,"Susan Poe","1/15/2016","Kayla Braasch",3.888888889,2016
"d",NA,2016-01-13,0,NA,6.5,0.7,1.9,6,NA,40,11H 30M 0S,"Susan Poe","1/15/2016","Kayla Braasch",4.444444444,2016
"b",NA,2016-01-13,0,6.6,6.5,0.3,0.3,5,NA,40,11H 0M 0S,"Susan Poe","1/15/2016","Kayla Braasch",4.444444444,2016
"a",NA,2016-02-11,0,NA,6,0.4,1,5,NA,27,10H 50M 0S,"Susan Poe","2/29/2016","Kayla Braasch",-2.777777778,2016
"b",NA,2016-02-11,0,NA,6,0.6,0.6,2,NA,27,10H 35M 0S,"Susan Poe","2/29/2016","Kayla Braasch",-2.777777778,2016
"d",NA,2016-02-11,0,10,5.5,0.6,1.3,3,NA,27,10H 0M 0S,"Susan Poe","2/29/2016","Kayla Braasch",-2.777777778,2016
"bay",NA,2016-02-11,0,9.5,7,0.1,0.2,5,NA,27,9H 15M 0S,"Susan Poe","2/29/2016","Kayla Braasch",-2.777777778,2016
"bay",NA,2016-02-23,0,9,7,0.4,0.6,11,NA,48,9H 30M 0S,"Susan Poe","2/29/2016","Kayla Braasch",8.888888889,2016
"b",NA,2016-02-23,0,8,NA,0.4,0.4,11,NA,48,10H 15M 0S,"Susan Poe","2/29/2016","Kayla Braasch",8.888888889,2016
"a",NA,2016-02-23,0,7.5,6.5,0.5,1,11,NA,48,10H 45M 0S,"Susan Poe","2/29/2016","Kayla Braasch",8.888888889,2016
"d",NA,2016-02-23,0,NA,6.5,0.8,1.8,10,NA,48,11H 15M 0S,"Susan Poe","2/29/2016","Kayla Braasch",8.888888889,2016
"bay",NA,2016-03-08,0,9.5,7,0.3,0.7,11,NA,60,9H 35M 0S,"Susan Poe","3/28/2016","Kayla Braasch",15.55555556,2016
"d",NA,2016-03-08,0,9.5,6.5,0.9,1.8,12,NA,60,10H 10M 0S,"Susan Poe","3/28/2016","Kayla Braasch",15.55555556,2016
"b",NA,2016-03-08,0,NA,7,0.7,0.7,12,NA,62,10H 45M 0S,"Susan Poe","3/28/2016","Kayla Braasch",16.66666667,2016
"a",NA,2016-03-08,0,NA,7,0.3,1,12,NA,62,11H 0M 0S,"Susan Poe","3/28/2016","Kayla Braasch",16.66666667,2016
"a",NA,2016-03-22,0,7.1,6.5,0.6,0.6,11,NA,48,10H 30M 0S,"Susan Poe","3/28/2016","Kayla Braasch",8.888888889,2016
"b",NA,2016-03-22,0,6.5,7,0.3,0.3,11,NA,50,11H 0M 0S,"Susan Poe","3/22/2016","Kayla Braasch",10,2016
"d",NA,2016-03-22,0,NA,6.5,0.8,1.8,12,NA,50,11H 30M 0S,"Susan Poe","3/22/2016","Kayla Braasch",10,2016
"bay",NA,2016-03-22,0,7.1,7,0.4,0.4,10,NA,48,9H 30M 0S,"Susan Poe","3/28/2016","Kayla Braasch",8.888888889,2016
"a",NA,2016-04-14,0,NA,6.5,0.5,0.6,15,NA,48,11H 0M 0S,"Susan Poe","4/19/2016","Kayla Braasch",8.888888889,2016
"b",NA,2016-04-14,0,NA,8,0.2,0.2,14,NA,48,10H 45M 0S,"Susan Poe","4/19/2016","Kayla Braasch",8.888888889,2016
"d",NA,2016-04-14,0,6,6.5,0.9,1.3,14,NA,48,10H 20M 0S,"Sue Poe","4/19/2016","Kayla Braasch",8.888888889,2016
"bay",NA,2016-04-14,0,7.9,7,0.3,0.3,13,NA,48,9H 30M 0S,"Sue Poe","4/19/2016","Kayla Braasch",8.888888889,2016
"bay",NA,2016-05-03,0,4.5,7,0.4,0.9,21,NA,65,9H 40M 0S,"Sue Poe","5/6/2016","Kayla Braasch",18.33333333,2016
"a",NA,2016-05-03,0,NA,7,0.4,0.9,22,NA,66,10H 50M 0S,"Sue Poe","5/6/2016","Kayla Braasch",18.88888889,2016
"b",NA,2016-05-03,0,NA,6.5,0.2,0.2,20,NA,66,10H 40M 0S,"Sue Poe","5/6/2016","Kayla Braasch",18.88888889,2016
"d",NA,2016-05-03,0,NA,6.5,0.5,1.2,21,NA,66,10H 15M 0S,"Sue Poe","5/6/2016","Kayla Braasch",18.88888889,2016
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-17.77777778,1899
"a",NA,2016-08-31,0,3.9,7.5,0.4,0.4,28,NA,82,10H 40M 0S,"Sue Poe","8/31/2016","Kayla Braasch",27.77777778,2016
"b",NA,2016-08-31,0,4.2,8.5,0.01,0.01,28,NA,81,10H 20M 0S,"Sue Poe","8/31/2016","Kayla Braasch",27.22222222,2016
"d",NA,2016-08-31,0,NA,6.5,0.9,0.9,29,NA,81,10H 0M 0S,"Sue Poe","8/31/2016","Kayla Braasch",27.22222222,2016
"bay",NA,2016-08-31,0,4.3,8.5,0.3,0.5,27,NA,81,9H 15M 0S,"Sue Poe","8/31/2016","Kayla Braasch",27.22222222,2016
"a",NA,2016-09-22,0,NA,6.5,0.6,0.7,25,NA,75,11H 0M 0S,"Sue Poe",NA,NA,23.88888889,2016
"b",NA,2016-09-22,0,NA,6.5,0.3,0.3,24,NA,75,10H 40M 0S,"Sue Poe",NA,NA,23.88888889,2016
"d",NA,2016-09-22,0,5,6,0.6,1.8,NA,NA,75,10H 15M 0S,"Sue Poe",NA,NA,23.88888889,2016
"bay",NA,2016-09-22,0,3.2,7,0.9,1,23,NA,75,9H 45M 0S,"Sue Poe",NA,NA,23.88888889,2016
"a",NA,2016-10-05,0,3.8,6.5,0.5,0.5,22,NA,70,19H 50M 0S,"Sue Poe",NA,NA,21.11111111,2016
"b",NA,2016-10-05,0,2.9,6.5,0.3,0.3,25,NA,70,10H 30M 0S,"Sue Poe",NA,NA,21.11111111,2016
"d",NA,NA,0,3.9,6.5,0.3,1.8,22,NA,70,10H 0M 0S,"Sue Poe",NA,NA,21.11111111,1899
"bay",NA,2016-10-05,0,6.8,NA,0.4,0.6,21,NA,70,9H 30M 0S,"Sue Poe",NA,NA,21.11111111,2016
"a",NA,2016-10-18,0,NA,6.5,0.2,0.5,22,19,67,10H 55M 0S,"Sue Poe","4/11/2017","Erin Bailey",19.44444444,2016
"b",NA,2016-10-18,0,NA,6.5,0.3,0.3,24,19,66,10H 40M 0S,"Sue Poe","4/11/2017","Erin Bailey",18.88888889,2016
"bay",NA,2016-10-18,0,6.3,7,0.5,1.2,NA,18,65,9H 45M 0S,"Sue Poe","4/11/2017","Erin Bailey",18.33333333,2016
"d",NA,2016-10-18,0,6,6.5,0.5,1.4,25,19,66,10H 15M 0S,"Sue Poe","4/11/2017","Erin Bailey",18.88888889,2016
"d",NA,2016-11-02,0,NA,6.5,0.8,1.6,17,16,60,11H 10M 0S,"Sue Poe","4/11/2017","Erin Bailey",15.55555556,2016
"b",NA,2016-11-02,0,3.8,6.5,0.2,0.2,16,16,60,10H 45M 0S,"Sue POE","4/11/2017","Erin Bailey",15.55555556,2016
"a",NA,2016-11-02,0,4.4,6.5,0.2,0.4,16,16,60,10H 15M 0S,"Sue Poe","4/11/2017","Erin Bailey",15.55555556,2016
"bay",NA,2016-11-02,0,6.3,6.7,0.7,0.7,17,16,60,9H 30M 0S,"Sue Poe","4/11/2017","Erin Bailey",15.55555556,2016
"a",NA,2016-11-16,0,NA,6.5,0.3,0.4,18,13,55,10H 50M 0S,"Sue Poe","4/11/2017","Erin Bailey",12.77777778,2016
"b",NA,2016-11-16,0,NA,6.5,0.25,0.25,12,13,55,10H 40M 0S,"Sue Poe","4/11/2017","Erin Bailey",12.77777778,2016
"d",NA,2016-11-16,0,8.8,6.5,1,1.3,14,13,55,10H 20M 0S,"Sue Poe","4/11/2017","Erin Bailey",12.77777778,2016
"bay",NA,2016-11-16,0,9,7,0.7,0.8,13,13,55,9H 45M 0S,"Sue Poe","4/11/2017","Erin Bailey",12.77777778,2016
"a",NA,2016-12-07,0,NA,7,0.3,0.5,11,9,48,11H 0M 0S,"Sue Poe","4/11/2017","Erin Bailey",8.888888889,2016
"b",NA,2016-12-07,0,NA,6.5,0.5,0.5,10,9,48,10H 45M 0S,"Sue Poe","4/11/2017","Erin Bailey",8.888888889,2016
"bay",NA,2016-12-07,0,7.6,7,0.4,0.5,11,9,48,9H 15M 0S,"Sue Poe","4/11/2017","Erin Bailey",8.888888889,2016
"d",NA,2016-12-07,0,10,6.5,0.9,1.1,11,9,48,10H 15M 0S,"Sue Poe","4/11/2017","Erin Bailey",8.888888889,2016
"a",NA,2016-12-20,0,NA,7,0.4,0.4,6,3,38,10H 57M 0S,"Sue Poe","4/11/2017","Erin Bailey",3.333333333,2016
"bay",NA,2016-12-20,0,6.7,7,3,3.5,5,3,38,9H 40M 0S,"Sue Poe","4/11/2017","Erin Bailey",3.333333333,2016
"b",NA,2016-12-20,0,NA,6.5,0.4,0.4,5,3,38,10H 45M 0S,"Sue Poe","4/11/2017","Erin Bailey",3.333333333,2016
"d",NA,2016-12-20,0,10,6.5,1.7,1.7,5,3,38,10H 15M 0S,"Sue Poe","4/11/2017","Erin Bailey",3.333333333,2016
